CUST_ID,TARGET,AGE,GENDER,BALANCE,OCCUPATION,AGE_BKT,SCR,HOLDING_PERIOD,ACC_TYPE,ACC_OP_DATE,LEN_OF_RLTN_IN_MNTH,NO_OF_L_CR_TXNS,NO_OF_L_DR_TXNS,TOT_NO_OF_L_TXNS,NO_OF_BR_CSH_WDL_DR_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_NET_DR_TXNS,NO_OF_MOB_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_BR_CSH_WDL_DR,AMT_CHQ_DR,AMT_NET_DR,AMT_MOB_DR,AMT_L_DR,FLG_HAS_ANY_CHGS,AMT_OTH_BK_ATM_USG_CHGS,AMT_MIN_BAL_NMC_CHGS,NO_OF_IW_CHQ_BNC_TXNS,NO_OF_OW_CHQ_BNC_TXNS,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CSH_WDL_TXN,AVG_AMT_PER_CHQ_TXN,AVG_AMT_PER_NET_TXN,AVG_AMT_PER_MOB_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN,random
C5815,0,32,M,81719.82,PROF,31-35,940,31,SA,04/11/2000,206,6,3,9,2,1,0,0,0,0,19600,459420,0,0,0,479020,0,0,0,0,0,19600,229710,0,0,0,1,1,0.809571922
C3338,0,36,M,697522.89,SAL,36-40,550,25,SA,07/10/2004,155,0,1,1,1,0,0,0,0,0,0,878970,0,0,0,878970,0,0,0,0,0,0,878970,0,0,0,1,1,0.809680325
C18020,0,28,M,218528.22,SELF-EMP,26-30,671,9,SA,04/04/2007,122,10,6,16,3,1,1,0,1,0,8200,659020,0,9588,0,676808,0,0,0,0,0,8200,219673.33,0,9588,0,1,1,0.810834822
C10068,0,51,M,2488835.82,SAL,>50,366,29,SA,12/13/2013,42,9,4,13,1,1,1,1,0,0,4600,521870,0,313623,90445,930538,0,0,0,0,0,4600,521870,0,313623,90445,1,1,0.810903612
C18694,0,33,M,48505.33,SENP,31-35,539,8,CA,09/06/2005,141,3,3,6,1,0,0,0,2,0,0,527240,41350,0,0,568590,0,0,0,0,0,0,527240,20675,0,0,1,1,0.811786538
C13365,1,43,F,1582.15,SELF-EMP,41-45,364,21,SA,4/14/2009,98,4,3,7,1,1,1,0,0,1,3400,89280,0,975966,0,1068646,0,0,0,0,0,3400,89280,0,975966,0,1,1,0.811950126
C15343,1,36,M,4125.97,SAL,36-40,264,4,CA,07/04/2003,167,28,26,54,8,3,8,2,5,0,69300,657330,630640,584424,68261,2009955,1,0,0,0,1,23100,82166.25,126128,73053,34130.5,1,0,0.812068303
C3652,0,41,M,259102.05,SAL,41-45,614,28,CA,1/26/2000,208,12,1,13,1,0,0,0,0,0,0,697290,0,0,0,697290,0,0,0,0,0,0,697290,0,0,0,1,1,0.812843071
C17928,0,27,M,102600.96,SENP,26-30,111,6,CA,01/12/2001,197,12,14,26,6,2,4,1,1,0,7800,969110,68310,45431,12590,1103241,0,0,0,0,0,3900,161518.33,68310,11357.75,12590,1,0,0.813261475
C17347,0,54,M,109046.93,PROF,>50,448,7,SA,4/28/2011,73,5,6,11,2,1,1,0,2,1,13600,642690,71680,241347,0,969317,0,0,0,0,0,13600,321345,35840,241347,0,1,1,0.813588709
C14575,0,34,M,790434.66,SENP,31-35,509,9,CA,5/24/2013,48,12,14,26,7,2,4,1,0,0,18300,724910,0,619288,171680,1534178,0,0,0,0,0,9150,103558.57,0,154822,171680,1,1,0.813590431
C7610,0,45,F,761723.57,SENP,41-45,820,22,CA,9/16/2013,45,11,4,15,3,1,0,0,0,0,12000,99320,0,0,0,111320,0,0,0,0,0,12000,33106.67,0,0,0,1,0,0.813613758
C16658,0,26,F,2176320.51,SENP,26-30,831,7,SA,06/07/2010,84,14,7,21,1,1,1,0,4,0,5600,325480,46730,113744,0,491554,1,0,0,1,0,5600,325480,11682.5,113744,0,1,0,0.813666902
C18845,0,27,M,797633.81,SENP,26-30,316,5,SA,1/24/2001,196,8,5,13,2,1,1,0,1,0,19800,949820,0,352103,0,1321723,0,0,0,0,0,19800,474910,0,352103,0,1,1,0.81374453
C1127,0,49,F,61717.51,SAL,46-50,218,21,SA,6/26/2013,47,6,4,10,1,1,0,1,1,1,18100,681530,90830,0,60827,851287,0,0,0,0,0,18100,681530,90830,0,60827,0,1,0.813999415
C11692,0,31,M,905697.11,PROF,31-35,266,15,SA,12/11/2014,30,11,5,16,1,1,1,0,2,0,11300,835560,98200,20072,0,965132,0,0,0,0,1,11300,835560,49100,20072,0,1,1,0.814215374
C3804,0,51,F,1189714.05,SENP,>50,738,20,SA,03/04/1999,219,8,6,14,1,1,0,0,4,0,10000,220600,13180,0,0,243780,0,0,0,0,0,10000,220600,3295,0,0,1,1,0.814377984
C10645,0,27,M,57673.74,PROF,26-30,324,24,CA,3/17/2005,147,12,3,15,1,2,0,0,0,0,3700,331490,0,0,0,335190,0,0,0,0,0,1850,331490,0,0,0,0,1,0.814573319
C4914,0,31,M,788659.77,PROF,31-35,843,12,SA,4/21/2003,169,2,2,4,0,0,0,0,2,0,0,0,32590,0,0,32590,0,0,0,0,0,0,0,16295,0,0,1,0,0.814802088
C3119,0,31,M,121474.66,SELF-EMP,31-35,967,22,SA,3/14/2008,111,15,3,18,1,2,0,0,0,1,16500,303230,0,0,0,319730,0,0,0,0,0,8250,303230,0,0,0,1,1,0.815244219
C19843,0,52,M,36097.18,PROF,>50,370,4,SA,10/23/2005,139,16,14,30,0,2,4,1,7,0,20300,0,47180,570768,130119,768367,0,0,0,0,0,10150,0,6740,142692,130119,0,0,0.815360917
C3746,0,28,F,147674.57,SENP,26-30,854,11,CA,11/12/2009,91,20,26,46,2,3,8,2,11,0,52500,830410,4719750,370960,119847,6093467,0,0,0,0,0,17500,415205,429068.18,46370,59923.5,1,1,0.81548168
C13951,0,45,M,263939.75,SAL,41-45,413,5,SA,06/12/2005,144,14,14,28,5,2,4,1,2,0,3400,723170,74010,547384,170857,1518821,0,0,0,0,0,1700,144634,37005,136846,170857,1,0,0.815553648
C12348,1,48,M,301093.99,SELF-EMP,46-50,234,10,SA,12/28/2000,197,7,4,11,3,0,0,0,1,1,0,856580,0,0,0,856580,0,0,0,0,0,0,285526.67,0,0,0,1,1,0.815627712
C5157,0,29,M,271300.65,SAL,26-30,480,10,SA,04/10/2010,86,11,5,16,2,1,1,0,1,1,3700,200740,0,73597,0,278037,0,0,0,0,0,3700,100370,0,73597,0,1,0,0.816077006
C15212,0,51,M,1099512.25,SENP,>50,242,9,CA,11/24/2002,174,1,1,2,1,0,0,0,0,0,0,947730,0,0,0,947730,0,0,0,0,0,0,947730,0,0,0,1,0,0.816130061
C8517,0,43,F,83716.53,SENP,41-45,831,27,CA,11/16/2003,163,6,1,7,0,0,1,0,0,1,0,0,0,238784,0,238784,1,0,0,0,0,0,0,0,238784,0,1,0,0.816288213
C17144,0,30,M,449825.91,SENP,26-30,259,1,SA,5/14/2012,61,8,6,14,0,1,1,0,4,1,4600,0,70930,976626,0,1052156,0,0,0,0,0,4600,0,17732.5,976626,0,1,1,0.816780207
C19358,0,36,M,30384.19,SAL,36-40,652,4,SA,04/02/2001,194,6,6,12,0,1,1,0,4,0,8200,0,32890,720100,0,761190,0,0,0,0,0,8200,0,8222.5,720100,0,1,0,0.816930973
C468,0,44,F,303898.1,PROF,41-45,195,27,SA,3/25/2008,110,2,2,4,1,0,1,0,0,0,0,379930,0,607604,0,987534,0,0,0,0,0,0,379930,0,607604,0,0,1,0.817014094
C14861,0,55,M,152876.92,SENP,>50,202,1,CA,11/28/2003,162,23,30,53,14,3,9,2,2,1,34100,51550,77830,464265,34281,662026,0,0,0,0,0,11366.67,3682.14,38915,51585,17140.5,1,1,0.817324045
C1320,0,45,M,13339.42,SENP,41-45,249,30,SA,5/31/2013,48,5,4,9,1,2,1,0,0,0,24200,767140,0,345118,0,1136458,0,0,0,0,0,12100,767140,0,345118,0,1,0,0.817389837
C7557,0,35,F,165237.5,SAL,31-35,792,23,SA,9/14/2005,141,10,3,13,2,1,0,0,0,0,13200,511390,0,0,0,524590,0,0,0,0,0,13200,255695,0,0,0,1,1,0.8174768
C9824,0,31,F,1745855.38,SENP,31-35,368,13,SA,12/29/2008,101,6,5,11,2,1,1,0,1,1,15900,381250,0,337667,0,734817,0,0,0,0,0,15900,190625,0,337667,0,1,0,0.817561796
C19041,0,50,M,423924.22,SAL,46-50,538,3,SA,12/04/2008,102,6,5,11,2,1,1,0,1,0,19100,453070,0,456855,0,929025,1,0,0,1,0,19100,226535,0,456855,0,1,0,0.817888898
C5975,0,48,M,348855.12,SAL,46-50,237,13,SA,1/20/2001,196,11,6,17,1,1,0,0,4,0,2300,971660,25320,0,0,999280,0,0,0,0,0,2300,971660,6330,0,0,1,0,0.818180137
C539,0,36,M,222957.05,SAL,36-40,301,11,SA,09/11/2008,105,4,3,7,1,0,0,0,2,0,0,410660,28990,0,0,439650,0,0,0,0,0,0,410660,14495,0,0,1,0,0.818212186
C17016,1,34,F,1471282.23,PROF,31-35,757,1,SA,6/21/2010,83,12,6,18,2,1,1,0,2,1,5600,726630,84050,936584,0,1752864,0,0,0,0,0,5600,363315,42025,936584,0,1,1,0.818221627
C7152,0,33,M,185032.99,SAL,31-35,729,27,SA,4/22/2007,121,0,2,2,2,0,0,0,0,1,0,406210,0,0,0,406210,0,0,0,0,0,0,203105,0,0,0,1,1,0.818229598
C230,0,42,M,1436954.17,SAL,41-45,143,24,SA,4/28/2014,37,0,3,3,2,0,1,0,0,0,0,883290,0,367594,0,1250884,0,0,0,0,0,0,441645,0,367594,0,1,1,0.818389114
C2271,0,48,F,39444.86,SENP,46-50,873,21,SA,10/23/2003,163,6,2,8,2,0,0,0,0,1,0,397610,0,0,0,397610,0,0,0,0,0,0,198805,0,0,0,1,0,0.818491552
C9820,0,24,F,1427675.03,SELF-EMP,<25,606,11,CA,12/23/2012,53,15,18,33,3,2,0,1,12,0,13300,0,3806810,0,97502,3917612,0,0,0,0,0,6650,0,317234.17,0,97502,1,1,0.818582933
C4566,0,34,M,848498.16,SAL,31-35,298,25,SA,02/03/2014,40,4,4,8,3,1,0,0,0,1,17000,741880,0,0,0,758880,0,0,0,0,0,17000,247293.33,0,0,0,1,1,0.81901212
C11485,0,36,M,21032.84,SAL,36-40,273,31,SA,7/28/2005,142,10,3,13,1,1,1,0,0,0,13600,799400,0,277460,0,1090460,0,0,0,0,0,13600,799400,0,277460,0,1,0,0.819157715
C16814,0,47,M,232305.8,SAL,46-50,285,9,SA,1/29/2014,40,16,15,31,1,2,4,1,7,0,29500,651230,623260,671099,37906,2012995,0,0,0,0,0,14750,651230,89037.14,167774.75,37906,1,1,0.819505365
C19194,0,32,M,1599861.15,PROF,31-35,139,4,SA,9/13/2004,153,2,2,4,1,0,0,0,1,0,0,828020,0,0,0,828020,0,0,0,0,0,0,828020,0,0,0,1,0,0.819537872
C7319,0,41,M,299603.85,SAL,41-45,260,19,SA,9/23/2004,152,2,2,4,1,0,0,0,1,1,0,126550,0,0,0,126550,0,0,0,0,0,0,126550,0,0,0,1,1,0.820360694
C5180,0,51,M,56844.59,SELF-EMP,>50,119,25,SA,5/17/2001,193,7,1,8,0,1,0,0,0,0,14700,0,0,0,0,14700,0,0,0,0,0,14700,0,0,0,0,1,1,0.820473613
C19821,0,31,F,153943.21,SELF-EMP,31-35,185,1,SA,10/07/2001,188,10,6,16,2,1,1,0,2,0,2400,820710,68370,329926,0,1221406,0,0,0,0,0,2400,410355,34185,329926,0,1,1,0.820549006
C14873,0,35,F,203608.03,SENP,31-35,756,5,SA,6/27/2008,107,2,2,4,0,0,0,0,2,1,0,0,65330,0,0,65330,1,0,0,1,0,0,0,32665,0,0,1,0,0.820790385
C15473,1,49,M,80656.87,SELF-EMP,46-50,465,9,SA,8/18/2011,69,18,14,32,4,2,3,1,4,0,23000,893250,73410,238530,32422,1260612,1,0,0,0,1,11500,223312.5,18352.5,79510,32422,1,0,0.820845644
C19832,1,33,F,564029.45,SENP,31-35,260,8,SA,06/11/2014,36,6,2,8,1,0,0,0,1,0,0,625260,0,0,0,625260,0,0,0,0,0,0,625260,0,0,0,1,0,0.820932245
C7149,0,29,M,269596.16,SAL,26-30,318,27,SA,03/10/2001,195,6,2,8,1,1,0,0,0,0,500,782680,0,0,0,783180,0,0,0,0,0,500,782680,0,0,0,1,1,0.821009011
C17155,0,28,M,64271.38,PROF,26-30,397,2,CA,05/06/2004,157,15,18,33,10,2,0,1,5,0,7800,276400,86540,0,33911,404651,0,0,0,0,0,3900,27640,17308,0,33911,1,0,0.821043914
C10918,0,31,M,282349.74,PROF,31-35,158,29,SA,10/31/2002,175,8,1,9,1,0,0,0,0,0,0,27630,0,0,0,27630,0,0,0,0,0,0,27630,0,0,0,1,0,0.821319544
C17245,0,55,F,963156.15,SENP,>50,388,6,SA,6/30/2009,95,16,14,30,1,2,4,1,6,1,21000,40370,219770,938099,94926,1314165,0,0,0,0,0,10500,40370,36628.33,234524.75,94926,0,0,0.821742829
C10750,0,30,M,759290.51,SAL,26-30,199,21,CA,1/24/2011,76,39,1,40,0,1,0,0,0,1,11300,0,0,0,0,11300,0,0,0,0,0,11300,0,0,0,0,1,1,0.821911556
C3292,0,36,M,32720.12,PROF,36-40,743,12,SA,1/19/2006,136,18,14,32,6,2,4,1,1,0,5000,457670,74470,565046,186109,1288295,0,0,0,0,0,2500,76278.33,74470,141261.5,186109,1,1,0.822069911
C16391,1,44,F,4313.25,SENP,41-45,856,1,CA,6/19/2009,95,59,24,83,9,3,7,1,4,0,32500,765310,25820,307599,55614,1186843,0,0,0,0,0,10833.33,85034.44,6455,43942.71,55614,1,0,0.822295306
C5524,0,41,M,174242.66,SENP,41-45,328,23,SA,1/18/2000,208,7,4,11,0,4,0,0,0,0,18800,0,0,0,0,18800,0,0,0,0,0,4700,0,0,0,0,1,1,0.822565433
C11351,0,30,M,350818.05,SAL,26-30,847,11,SA,07/01/2003,167,2,2,4,0,0,0,0,2,0,0,0,99330,0,0,99330,0,0,0,0,0,0,0,49665,0,0,1,1,0.822781179
C10156,0,28,F,103903.35,SELF-EMP,26-30,893,19,SA,08/10/2005,142,16,14,30,6,2,4,1,1,0,29500,55670,45020,808301,33956,972447,0,0,0,0,0,14750,9278.33,45020,202075.25,33956,1,0,0.822795615
C707,0,27,M,306035.76,SAL,26-30,167,26,SA,07/09/2007,119,4,1,5,0,1,0,0,0,1,15000,0,0,0,0,15000,0,0,0,0,0,15000,0,0,0,0,1,0,0.823136627
C12330,1,41,M,5816.52,PROF,41-45,407,16,CA,2/22/2011,75,33,19,52,5,2,6,1,5,0,35600,72010,268710,486449,175725,1038494,0,0,0,0,1,17800,14402,53742,81074.83,175725,1,0,0.823166453
C13221,1,36,M,288328.23,SELF-EMP,36-40,838,12,SA,5/21/2006,132,20,11,31,5,1,0,1,4,0,11200,869200,42040,0,63136,985576,1,0,0,0,1,11200,173840,10510,0,63136,1,0,0.823617248
C5219,0,25,M,518086.03,PROF,<25,145,28,CA,1/26/2012,64,1,4,5,1,0,1,0,2,1,0,509140,24210,420351,0,953701,0,0,0,0,0,0,509140,12105,420351,0,1,0,0.823745759
C4357,0,47,M,135758.97,SENP,46-50,338,21,SA,04/02/2001,194,14,1,15,0,1,0,0,0,1,1900,0,0,0,0,1900,0,0,0,0,0,1900,0,0,0,0,1,0,0.824272521
C9091,0,41,M,196937.62,SENP,41-45,344,28,SA,03/11/2011,75,10,1,11,1,0,0,0,0,1,0,821010,0,0,0,821010,0,0,0,0,0,0,821010,0,0,0,0,1,0.824461262
C18283,0,29,M,84237.84,SAL,26-30,962,1,SA,2/21/2004,159,12,6,18,3,1,1,0,1,0,4200,735000,0,354215,0,1093415,0,0,0,0,0,4200,245000,0,354215,0,1,1,0.824756511
C14863,0,35,M,9086.39,PROF,31-35,445,8,SA,05/01/2001,193,2,1,3,0,0,0,0,1,0,0,0,62430,0,0,62430,0,0,0,0,0,0,0,62430,0,0,1,1,0.824955227
C17455,0,34,M,70456.77,PROF,31-35,736,3,SA,02/05/2002,184,16,15,31,5,2,3,1,4,0,19700,577620,28050,399808,131946,1157124,0,0,0,0,0,9850,115524,7012.5,133269.33,131946,1,0,0.825138616
C1164,0,29,M,521003.62,SELF-EMP,26-30,608,29,SA,11/14/2008,103,2,3,5,1,0,1,0,1,0,0,701900,53360,415716,0,1170976,0,0,0,0,0,0,701900,53360,415716,0,1,1,0.825157177
C13816,0,33,M,882184.81,SENP,31-35,145,1,SA,8/29/2006,129,9,5,14,2,1,1,0,1,0,10700,825870,0,863914,0,1700484,0,0,0,0,0,10700,412935,0,863914,0,1,0,0.825196313
C5291,0,25,M,265388.94,SAL,<25,464,20,SA,04/12/2006,134,8,6,14,2,1,1,0,2,1,19500,979740,22080,920147,0,1941467,0,0,0,0,0,19500,489870,11040,920147,0,1,1,0.825297459
C3681,0,47,M,335843.19,SAL,46-50,135,29,CA,8/25/2008,105,37,2,39,1,1,0,0,0,1,7700,446720,0,0,0,454420,0,0,0,0,0,7700,446720,0,0,0,1,1,0.825513865
C16480,0,31,M,912670.24,SAL,31-35,726,1,CA,04/01/2006,134,59,24,83,12,3,7,1,1,0,24800,770470,51910,521398,136479,1505057,0,0,0,0,0,8266.67,64205.83,51910,74485.43,136479,1,1,0.825605469
C12396,1,30,M,18399.4,SELF-EMP,26-30,399,11,SA,08/04/2009,94,10,5,15,1,1,1,0,2,1,15800,689350,38880,668611,0,1412641,0,0,0,0,0,15800,689350,19440,668611,0,1,0,0.826074055
C18419,0,37,M,189774.25,SAL,36-40,197,4,SA,10/07/2005,140,6,4,10,1,0,0,0,3,0,0,184580,46600,0,0,231180,0,0,0,0,0,0,184580,15533.33,0,0,1,0,0.826279965
C10177,0,40,F,1563180.4,SENP,36-40,909,26,CA,11/01/2000,199,30,3,33,1,1,1,0,0,0,3400,25640,0,332902,0,361942,0,0,0,0,0,3400,25640,0,332902,0,1,0,0.827218004
C17814,0,27,M,141552.67,PROF,26-30,174,4,SA,08/05/2004,154,6,4,10,2,0,0,0,2,0,0,361240,49960,0,0,411200,0,0,0,0,0,0,180620,24980,0,0,1,0,0.827294376
C7499,0,36,M,0,SAL,36-40,157,16,CA,2/27/2003,171,52,21,73,10,2,6,1,2,0,8700,857980,17290,679562,86799,1650331,1,0,170,0,0,4350,85798,8645,113260.33,86799,1,1,0.827325367
C7186,0,28,M,475126.69,SELF-EMP,26-30,856,12,SA,11/07/2003,163,14,8,22,2,1,1,0,4,0,2000,919190,68190,981313,0,1970693,0,0,0,0,0,2000,459595,17047.5,981313,0,0,1,0.827787713
C13260,1,32,F,493001.76,SENP,31-35,608,21,SA,08/01/2006,130,2,3,5,0,2,0,1,0,0,8400,0,0,0,73704,82104,0,0,0,0,0,4200,0,0,0,73704,1,1,0.827905495
C14720,0,30,F,1863647.49,SENP,26-30,664,8,CA,11/27/2008,102,24,31,55,9,3,9,2,8,0,28500,18230,10230,490015,19552,566527,0,0,0,0,0,9500,2025.56,1278.75,54446.11,9776,1,0,0.828093102
C3243,0,54,M,8674.46,SELF-EMP,>50,932,19,SA,12/20/2013,41,12,6,18,2,1,1,0,2,0,4900,182250,92310,857820,0,1137280,0,0,0,0,0,4900,91125,46155,857820,0,1,1,0.828116665
C2259,0,26,M,1407968.88,SENP,26-30,855,18,SA,11/19/2004,150,6,5,11,1,1,1,0,2,0,5400,328570,44180,988717,0,1366867,0,0,0,0,0,5400,328570,22090,988717,0,1,0,0.828262623
C1516,0,37,M,153054.03,SELF-EMP,36-40,490,31,SA,9/22/2013,44,8,3,11,0,1,0,1,1,0,5100,0,86350,0,90253,181703,0,0,0,1,0,5100,0,86350,0,90253,1,0,0.828308634
C17413,1,30,M,10995.46,SAL,26-30,957,5,CA,05/06/2010,85,61,60,121,9,8,18,24,1,1,19200,166040,83580,320965,112198,701983,1,70,0,0,1,2400,18448.89,83580,17831.39,4674.92,1,1,0.828657164
C15872,1,41,M,35952.93,PROF,41-45,627,1,SA,4/20/2008,109,17,14,31,6,2,4,1,1,0,3700,542730,35630,469427,31234,1082721,1,0,0,0,1,1850,90455,35630,117356.75,31234,1,0,0.828680155
C13153,1,50,F,260723.76,SENP,46-50,865,15,SA,4/19/2011,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.828955174
C4190,0,33,M,107856.8,SAL,31-35,215,30,SA,01/07/2008,113,0,4,4,2,1,1,0,0,0,16500,793910,0,493205,0,1303615,0,0,0,0,0,16500,396955,0,493205,0,1,1,0.829447327
C17683,0,31,F,113184.94,SENP,31-35,107,4,SA,9/25/2009,92,12,6,18,1,1,0,0,4,0,15900,409180,15840,0,0,440920,0,0,0,0,0,15900,409180,3960,0,0,1,1,0.829643929
C13440,1,41,M,30183.1,PROF,41-45,149,18,CA,12/05/2005,138,50,20,70,0,2,6,1,11,0,43300,0,1364950,838622,130479,2377351,1,0,0,0,0,21650,0,124086.36,139770.33,130479,1,0,0.829821877
C17400,0,36,F,577720.99,SENP,36-40,885,9,SA,10/03/2008,104,14,7,21,1,1,1,0,4,0,12700,457340,66710,366479,0,903229,1,0,0,1,0,12700,457340,16677.5,366479,0,1,0,0.830146883
C18332,0,45,M,22139.58,SENP,41-45,688,7,SA,02/08/2012,64,9,5,14,2,1,1,0,1,0,1900,868160,0,341418,0,1211478,0,0,0,0,0,1900,434080,0,341418,0,1,1,0.830237168
C11149,0,42,M,88025.98,SELF-EMP,41-45,166,20,SA,12/18/2014,29,14,14,28,5,2,4,1,2,0,35100,631750,36080,220411,130525,1053866,0,0,0,1,0,17550,126350,18040,55102.75,130525,1,1,0.830439492
C8582,0,32,F,107849.11,SENP,31-35,539,28,SA,6/28/2001,191,0,2,2,0,2,0,0,0,0,9300,0,0,0,0,9300,0,0,0,0,0,4650,0,0,0,0,1,1,0.830575713
C18675,0,32,M,260875.74,SENP,31-35,185,4,SA,5/13/2010,85,16,14,30,4,2,3,1,4,0,43900,225880,93370,167255,139151,669556,0,0,0,0,0,21950,56470,23342.5,55751.67,139151,1,1,0.830754326
C8481,0,49,F,160606.84,SENP,46-50,301,22,SA,9/30/2010,80,0,2,2,1,0,1,0,0,0,0,214050,0,30699,0,244749,0,0,0,0,0,0,214050,0,30699,0,1,0,0.83082728
C8883,0,48,M,0,SAL,46-50,154,22,SA,12/16/1999,210,6,1,7,1,0,0,0,0,0,0,273880,0,0,0,273880,1,0,170,0,0,0,273880,0,0,0,0,1,0.831367523
C12031,0,49,F,24405.82,PROF,46-50,395,18,SA,1/23/2013,52,2,1,3,0,0,0,0,1,1,0,0,41160,0,0,41160,0,0,0,0,0,0,0,41160,0,0,1,1,0.831689584
C12160,0,40,M,144189.62,SENP,36-40,224,12,SA,2/22/2010,87,3,2,5,1,0,0,0,1,1,0,480740,0,0,0,480740,0,0,0,0,0,0,480740,0,0,0,1,1,0.831942365
C19201,1,34,M,27824.42,SELF-EMP,31-35,869,6,SA,11/18/2004,150,12,6,18,2,1,1,0,2,0,600,631490,21550,896533.89,0,1550173.89,0,0,0,0,0,600,315745,10775,896533.89,0,1,0,0.831945794
C12479,1,45,F,26404.8,SAL,41-45,218,18,SA,11/11/2003,163,6,6,12,1,1,0,0,4,1,2700,34550,63620,0,0,100870,0,0,0,0,0,2700,34550,15905,0,0,1,1,0.83227979
C2013,0,36,M,1671622.89,PROF,36-40,167,24,SA,12/29/2001,185,20,1,21,1,0,0,0,0,0,0,808480,0,0,0,808480,0,0,0,0,0,0,808480,0,0,0,1,0,0.833183747
C13706,0,52,M,292507.75,SAL,>50,454,1,SA,09/09/2010,81,18,14,32,6,2,4,1,1,0,37100,914150,45780,144133,111535,1252698,0,0,0,0,0,18550,152358.33,45780,36033.25,111535,0,1,0.83336647
C6534,0,43,M,1512259.16,SENP,41-45,638,18,CA,5/26/2004,156,47,19,66,8,2,6,1,2,1,16500,351120,21100,810929,28594,1228243,0,0,0,0,0,8250,43890,10550,135154.83,28594,1,0,0.833372411
C4867,0,42,M,65931.89,SELF-EMP,41-45,533,21,SA,9/18/2007,116,0,1,1,1,0,0,0,0,0,0,601130,0,0,0,601130,0,0,0,0,0,0,601130,0,0,0,1,0,0.833666772
C5978,0,37,M,53479.31,SENP,36-40,547,21,CA,3/24/2010,86,60,4,64,0,4,0,0,0,0,84400,0,0,0,0,84400,0,0,0,0,0,21100,0,0,0,0,1,1,0.833705125
C9028,0,38,M,120002.82,PROF,36-40,311,23,SA,09/09/2014,33,11,1,12,1,0,0,0,0,0,0,83900,0,0,0,83900,0,0,0,0,0,0,83900,0,0,0,1,0,0.833861538
C13406,1,46,M,125937.58,PROF,46-50,555,15,SA,8/19/2009,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.833994303
C4657,0,29,F,430434.66,PROF,26-30,847,13,SA,3/17/2011,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.834514969
C10498,0,32,F,543907.1,SENP,31-35,235,26,SA,04/11/2011,74,3,3,6,1,2,0,0,0,1,34100,524080,0,0,0,558180,0,0,0,0,0,17050,524080,0,0,0,1,0,0.834612053
C2412,0,26,M,136401.09,SENP,26-30,355,15,CA,10/09/2002,176,28,1,29,1,0,0,0,0,0,0,36260,0,0,0,36260,1,0,0,0,0,0,36260,0,0,0,1,0,0.835400241
C4934,0,50,M,42967.1,SAL,46-50,283,22,SA,5/21/2009,96,7,3,10,2,0,1,0,0,0,0,188790,0,401658,0,590448,0,0,0,0,0,0,94395,0,401658,0,1,0,0.835716793
C14212,0,32,F,34931.4,SENP,31-35,415,8,SA,7/21/2001,190,6,5,11,1,1,1,0,2,0,4100,832770,43760,605180,0,1485810,0,0,0,0,0,4100,832770,21880,605180,0,1,1,0.835764995
C7428,0,49,M,190467.77,SAL,46-50,286,24,SA,2/22/2006,135,14,3,17,1,0,1,1,0,0,0,119960,0,720528,77411,917899,0,0,0,0,0,0,119960,0,720528,77411,1,1,0.83633785
C11610,0,50,M,51705.99,PROF,46-50,444,15,SA,07/12/2009,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.836952463
C6272,0,24,M,57393.97,SAL,<25,825,15,SA,12/23/2006,125,11,9,20,4,1,0,1,3,0,4600,136450,0,0,129692,270742,0,0,0,0,0,4600,34112.5,0,0,129692,1,1,0.837024995
C5029,0,41,M,19258.14,PROF,41-45,353,16,SA,07/03/2007,119,14,14,28,2,2,4,1,5,0,48900,351410,495860,841185,11287,1748642,0,0,0,0,0,24450,175705,99172,210296.25,11287,1,0,0.837214755
C3418,0,32,F,99615.28,SENP,31-35,272,21,SA,06/02/1999,216,14,2,16,1,1,0,0,0,0,600,243460,0,0,0,244060,0,0,0,0,0,600,243460,0,0,0,1,0,0.83730642
C18722,0,27,M,7776.49,PROF,26-30,695,8,SA,06/06/2002,180,10,5,15,2,1,1,0,1,1,600,313230,0,389642,0,703472,0,0,0,0,0,600,156615,0,389642,0,1,0,0.837836268
C10007,0,38,F,1071814.39,PROF,36-40,168,11,CA,11/20/2001,186,12,14,26,5,2,4,1,2,0,32600,342120,85020,739521,58576,1257837,0,0,0,0,0,16300,68424,42510,184880.25,58576,1,0,0.837862346
C8289,0,51,M,6320359.61,SELF-EMP,>50,490,29,SA,2/13/2002,184,0,2,2,0,1,0,1,0,0,18900,0,0,0,100666,119566,0,0,0,0,0,18900,0,0,0,100666,1,1,0.838019371
C524,0,49,M,1259992.98,SAL,46-50,369,26,CA,09/12/2009,93,18,2,20,0,0,2,0,0,0,0,0,0,908105,0,908105,0,0,0,0,0,0,0,0,454052.5,0,1,0,0.838208228
